Name,,Location,din_rev,del_rev,category,Cuisine_offered,cost_for_two,is_vegeterian,is_bar_available,home_delivery,offers_dining,avg_din_rate,avg_del_rate
Krishana Food,,Sodala,Does not offer Dining,Not enough Delivery Reviews,,"Fast Food, North Indian",300,yes,no,yes,no,,
Krishna Bakers & Fast Food,,Pink City,158 Dining Reviews,"3,570 Delivery Reviews","Bakery, Quick Bites ","Bakery, Fast Food",200,yes,no,yes,yes,3.7,3.8
Krishna Bakery,,Vidhyadhar Nagar,81 Dining Reviews,Does not offer Delivery,"Bakery, Quick Bites ","Bakery, Fast Food",150,no,no,no,yes,3.7,
Krishna Bakery,,Mansarovar,Does not offer Dining,276 Delivery Reviews,Bakery ,"Bakery, Fast Food",150,no,no,yes,no,,3.9
Krishna Cake & Bake,,Adarsh Nagar,12 Dining Reviews,Does not offer Delivery,Bakery ,"Bakery, Fast Food",300,no,no,no,yes,2.9,
Krishna Lassiwala,,MI Road,50 Dining Reviews,Does not offer Delivery,Beverage Shop ,Beverages,100,yes,no,no,yes,3.7,
Krishna Live Ice Creams,,Shyam Nagar,12 Dining Reviews,87 Delivery Reviews,Dessert Parlor ,"Ice Cream, Beverages",350,yes,no,yes,yes,3.2,3.9
Krishna Misthan Bhandar,,Shastri Nagar,Does not offer Dining,682 Delivery Reviews,Sweet Shop ,Mithai,300,yes,no,yes,no,,4.1
Krishna Pure Veg Restaurant,,Malviya Nagar,6 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, South Indian",300,no,no,yes,yes,3.5,
Krishna Restaurant,,Lal Kothi,60 Dining Reviews,69 Delivery Reviews,Casual Dining ,"North Indian, Chinese, South Indian, Fast Food",600,yes,no,yes,yes,2.7,3.9
Krishna Sweets,,Vaishali Nagar,21 Dining Reviews,Does not offer Delivery,Sweet Shop ,"Mithai, Street Food",100,yes,no,no,yes,3.6,
Krishna Sweets,,Durgapura,8 Dining Reviews,Does not offer Delivery,Sweet Shop ,"Mithai, Street Food",100,yes,no,no,yes,3.5,
Krishna Thakur Bakery,,Mansarovar,Not enough Dining Reviews,Not enough Delivery Reviews,Bakery ,"Bakery, Desserts",300,yes,no,yes,yes,,
Krishna Thali House And Fast Food,,Vidhyadhar Nagar,Does not offer Dining,300 Delivery Reviews,,North Indian,300,yes,no,yes,no,,4.3
Krishnam Foods,,Pratap Nagar,42 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Chinese, South Indian, Fast Food, Beverages",200,yes,no,yes,yes,3.6,
Krishnam Veg Restaurant,,Sanganer,58 Dining Reviews,55 Delivery Reviews,Casual Dining ,"North Indian, Chinese, Fast Food",400,yes,no,yes,yes,3.9,3.1
Krishna's Bakery,,Pink City,102 Dining Reviews,Does not offer Delivery,"Bakery, Quick Bites ","Bakery, Fast Food",200,yes,no,no,yes,3.7,
Krishna's Kitchen,,Brahmpuri,36 Dining Reviews,290 Delivery Reviews,Quick Bites ,"Chinese, North Indian, South Indian, Pizza",250,no,no,yes,yes,3.7,3.9
Kroffee,,Lal Kothi,Does not offer Dining,56 Delivery Reviews,Beverage Shop ,Beverages,150,no,no,yes,no,,3.4
Kroffee,,Vaishali Nagar,Does not offer Dining,902 Delivery Reviews,Beverage Shop ,Beverages,150,no,no,yes,no,,3.7
Krrisspy Bites,,Pratap Nagar,264 Dining Reviews,Does not offer Delivery,,Rolls,500,no,no,no,yes,3.3,
Kuch Khalo,,Malviya Nagar,60 Dining Reviews,472 Delivery Reviews,Quick Bites ,"North Indian, Fast Food, Chinese",350,yes,no,yes,yes,3.4,4.3
Kuch Khalo,,Mansarovar,Not enough Dining Reviews,Not enough Delivery Reviews,Food Court ,"Chinese, Fast Food",250,yes,no,yes,yes,,
KuK-Doo-Koo Biryani,,South Jaipur,Does not offer Dining,728 Delivery Reviews,,"Biryani, Fast Food",450,no,no,yes,no,,2.9
Kulche Wala,,Jagatpura,6 Dining Reviews,154 Delivery Reviews,Quick Bites ,North Indian,250,no,no,yes,yes,2.7,3.6
Kulhad & Cookies,,Ajmer Highway,137 Dining Reviews,"1,331 Delivery Reviews",Quick Bites ,"Healthy Food, Fast Food",200,yes,no,yes,yes,3.9,3.8
Kullad - The Teafe,,MI Road,146 Dining Reviews,"1,064 Delivery Reviews",Quick Bites ,"Street Food, Fast Food, North Indian, Beverages",300,yes,no,yes,yes,3.7,3.9
Kumar Caterers,,East Jaipur,146 Dining Reviews,"1,064 Delivery Reviews",,"North Indian, Chinese, Desserts",300,no,no,yes,yes,,
Kuremal's Kulfi,,Vaishali Nagar,45 Dining Reviews,Not enough Delivery Reviews,Dessert Parlor ,"Desserts, Ice Cream",150,yes,no,yes,yes,3.7,
Kwality Kitchen,,Chitrakoot,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Street Food, South Indian, Fast Food, Chinese",300,yes,no,no,yes,,
L.G.K & Sons,,Pink City,Does not offer Dining,Not enough Delivery Reviews,Dessert Parlor ,Desserts,200,no,no,yes,no,,
La Indien Pizzeria,,Shyam Nagar,Does not offer Dining,Not enough Delivery Reviews,,"Pizza, Fast Food",400,no,no,yes,no,,
La Palma Cafe and Lounge Bar,,C Scheme,829 Dining Reviews,157 Delivery Reviews,CAFÉ ,"Italian, European, Continental","1,400",no,yes,yes,yes,4.3,3.3
La Pino'z Pizza,,C Scheme,124 Dining Reviews,"1,705 Delivery Reviews",Quick Bites ,"Pizza, Fast Food",800,yes,no,yes,yes,3.9,4.1
La Pino'z Pizza,,Mansarovar,210 Dining Reviews,"2,757 Delivery Reviews",Quick Bites ,Italian,800,yes,no,yes,yes,4,3.8
La Pino'z Pizza,,Vaishali Nagar,68 Dining Reviews,946 Delivery Reviews,Quick Bites ,"Italian, Pizza",800,yes,no,yes,yes,3.8,3.9
La Pizza,,Vidhyadhar Nagar,18 Dining Reviews,27 Delivery Reviews,Quick Bites ,Pizza,400,no,no,yes,yes,3.4,3.9
La Premier Spa & Resort,,Amer,Not enough Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Chinese, Continental",800,no,no,no,yes,,
La Royale,,Mansarovar,Not enough Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese",500,no,no,yes,yes,,
La Salsa,,Shastri Nagar,45 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Continental, Chinese","1,400",no,yes,yes,yes,2.9,
La tequila,,Shastri Nagar,13 Dining Reviews,Does not offer Delivery,Bar ,Finger Food,"1,500",no,yes,no,yes,2.8,
La Villa Restaurant,,Mansarovar,51 Dining Reviews,61 Delivery Reviews,Casual Dining ,"North Indian, Chinese, South Indian, Continental, Beverages",900,yes,no,yes,yes,3.3,3.9
Laajawab Biryani And Snacks,,Malviya Nagar,5 Dining Reviews,78 Delivery Reviews,Quick Bites ,"Biryani, Burger, Fast Food",250,no,no,yes,yes,3.4,3.2
Laajawab Restaurant,,Malviya Nagar,270 Dining Reviews,"4,134 Delivery Reviews",Quick Bites ,"North Indian, Chinese",500,no,no,yes,yes,3.7,3.9
Laal Badshah By White Kitchens,,Lal Kothi,Does not offer Dining,203 Delivery Reviews,,"Mughlai, North Indian",500,no,no,yes,no,,3.9
Laata Sweets,,Malviya Nagar,19 Dining Reviews,Does not offer Delivery,Sweet Shop ,Mithai,150,yes,no,no,yes,2.9,
Laddu Ka Dhaba,,Sikar Road,Does not offer Dining,Not enough Delivery Reviews,,North Indian,300,no,no,yes,no,,
Laduram Nanagram Mawa Wale,,Sanganer,7 Dining Reviews,Does not offer Delivery,Sweet Shop ,"Mithai, Street Food",100,no,no,no,yes,2.9,
Lajawaab Pizza,,Shyam Nagar,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,Pizza,400,no,no,yes,yes,,
Lajawab Sabjiwalaj,,Sikar Road,Does not offer Dining,182 Delivery Reviews,,"North Indian, Chinese, Rajasthani",300,yes,no,yes,no,,4.1
Lajwab Restaurant,,Ajmer Highway,54 Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,300,yes,no,no,yes,3.3,
Lakshmi Food And Caterers,,Pink City,54 Dining Reviews,Does not offer Delivery,,"Fast Food, Street Food",100,no,no,no,yes,,
Lala Ji Chat Bhandar,,Sanganer,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,Street Food,150,no,no,no,yes,,
Lala Ji Ka Dhaba,,Pratap Nagar,36 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, North Indian",400,yes,no,yes,yes,3.4,
Lala Ji Petha Wale,,Pink City,Does not offer Dining,260 Delivery Reviews,Sweet Shop ,Mithai,200,yes,no,yes,no,,4.1
Lali's Streat,,Mansarovar,485 Dining Reviews,"5,585 Delivery Reviews",Quick Bites ,"North Indian, Chinese, South Indian, Street Food, Fast Food, Beverages",300,no,no,yes,yes,3.8,3.6
Lalli Bakers,,Sodala,12 Dining Reviews,Does not offer Delivery,Bakery ,"Bakery, Fast Food",400,no,no,no,yes,3.2,
Lanka Kitchens,,Vidhyadhar Nagar,6 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Mughlai",600,no,no,yes,yes,3,
La-oLa Fort,,Malviya Nagar,75 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"Italian, Fast Food, North Indian, Pizza",700,no,no,yes,yes,2.8,
Lapar Lapar,,Raja Park,51 Dining Reviews,71 Delivery Reviews,Quick Bites ,"North Indian, Fast Food, Beverages",500,no,no,yes,yes,3.8,2.8
Lassi Junction,,Pink City,Does not offer Dining,Not enough Delivery Reviews,Beverage Shop ,Beverages,150,no,no,yes,no,,
Lassi N Shakes,,Mansarovar,Does not offer Dining,56 Delivery Reviews,Beverage Shop ,"Beverages, Desserts",200,no,no,yes,no,,3.9
Late Night Cafe,,Mansarovar,Does not offer Dining,Not enough Delivery Reviews,,"Pizza, Burger",500,no,no,yes,no,,
Late Night Food,,Mansarovar,Does not offer Dining,212 Delivery Reviews,Quick Bites ,"Chinese, Fast Food",600,no,no,yes,no,,3.8
Late Night Food,,Raja Park,Does not offer Dining,"2,940 Delivery Reviews",,"North Indian, Fast Food",500,no,no,yes,no,,3.6
Latest Recipe - Le Meridien Jaipur,,Kukas,116 Dining Reviews,Does not offer Delivery,Fine Dining ,"North Indian, Chinese, Continental","2,000",no,no,no,yes,3.9,
Lavit's Pizza,,Mansarovar,Does not offer Dining,24 Delivery Reviews,,"Fast Food, Beverages",400,no,no,yes,no,,2.7
Laxmi Cafe,,Vaishali Nagar,64 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Chinese, Street Food, South Indian",400,yes,no,yes,yes,3,
Laxmi Chat Bhandar,,MI Road,54 Dining Reviews,174 Delivery Reviews,Quick Bites ,"Street Food, South Indian",250,no,no,yes,yes,3.5,4.1
Laxmi Mishthan Bhandar,,Pink City,"1,904 Dining Reviews","1,258 Delivery Reviews","Casual Dining, Sweet Shop ","North Indian, Mithai, Rajasthani, South Indian, Chinese","1,000",yes,no,yes,yes,2.3,4.3
Laxmi Pavitra Bhojnalaya,,Kukas,9 Dining Reviews,Does not offer Delivery,Dhaba ,North Indian,150,yes,no,no,yes,3,
Laxmi Pavitra Bhojnayla,,Tonk Phatak,13 Dining Reviews,174 Delivery Reviews,Dhaba ,North Indian,200,yes,no,yes,yes,2.8,4
Laxmi Restaurant,,Amer Road,6 Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,200,yes,no,no,yes,3.3,
Laxmi Sweet Caterers,,Sodala,216 Dining Reviews,"2,542 Delivery Reviews","Sweet Shop, Quick Bites ","Mithai, North Indian, South Indian, Fast Food",400,yes,no,yes,yes,3.9,4.3
Laxmi Sweet Caterers,,Amer Road,Does not offer Dining,"5,522 Delivery Reviews",Sweet Shop ,Mithai,200,yes,no,yes,no,,4.5
Laxmi Sweet Caterers,,Tonk Phatak,Does not offer Dining,"2,352 Delivery Reviews",Sweet Shop ,Mithai,150,yes,no,yes,no,,3.7
Laxmi Sweets Caters,,Pratap Nagar,Does not offer Dining,"9,382 Delivery Reviews",Sweet Shop ,"Mithai, Street Food",100,yes,no,yes,no,,3.8
Lazeez Chicken,,Shyam Nagar,52 Dining Reviews,513 Delivery Reviews,Mess ,North Indian,600,no,no,yes,yes,3.4,3.7
Lazeez Chicken Biryani,,Amer Road,48 Dining Reviews,41 Delivery Reviews,Quick Bites ,Biryani,200,no,no,yes,yes,3.4,3.9
Lazeez Kabab & Food,,Sikar Road,Does not offer Dining,15 Delivery Reviews,,"North Indian, Mughlai",300,no,no,yes,no,,3.7
Laziz Chicken Food Restaurant,,Jhotwara,323 Dining Reviews,"2,595 Delivery Reviews",Quick Bites ,"Mughlai, North Indian",500,no,no,yes,yes,4,3.8
Laziz Pizza,,Gopalpura,"1,503 Dining Reviews",10.6K Delivery Reviews,CAFÉ ,"Italian, Continental",500,yes,no,yes,yes,4.1,4.1
Lazy Panda,,Mansarovar,38 Dining Reviews,Does not offer Delivery,CAFÉ ,"Cafe, Fast Food, Chinese",500,yes,no,no,yes,2.5,
Le Khaksa Restaurant,,Mansarovar,34 Dining Reviews,141 Delivery Reviews,Casual Dining ,"Chinese, North Indian, South Indian",500,no,no,yes,yes,3.4,3.7
Legacy Terrace Cafe And Kitchen,,Mansarovar,16 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Chinese, Italian, Fast Food, Beverages",350,no,no,yes,yes,3.7,
Legend Restaurant,,Sikar Road,8 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Chinese, Continental","1,200",no,yes,no,yes,3.4,
Legendary,,Sitapur,152 Dining Reviews,411 Delivery Reviews,Casual Dining ,"North Indian, Chinese, Italian, Fast Food, Street Food",650,no,no,yes,yes,3.7,3.8
Leisure Quality Food,,Mansarovar,Does not offer Dining,Not enough Delivery Reviews,,North Indian,150,no,no,yes,no,,
Lemon Love Juice Bar,,Jhotwara,Does not offer Dining,Not enough Delivery Reviews,"Quick Bites, Casual Dining ","Pizza, Burger, Fast Food, Beverages",300,no,no,yes,no,,
Lets Biryani,,Jhotwara,Does not offer Dining,Not enough Delivery Reviews,"Quick Bites, CAFÉ ","Pizza, Street Food, Beverages",300,no,no,yes,no,,
Lets Eat 24,,Mansarovar,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Street Food",100,yes,no,yes,no,,
Let's Meat,,Vaishali Nagar,98 Dining Reviews,194 Delivery Reviews,Quick Bites ,"Mughlai, North Indian",500,no,no,yes,yes,3.7,3.7
Let's Meat,,Vaishali Nagar,98 Dining Reviews,194 Delivery Reviews,Quick Bites ,"Mughlai, North Indian",500,no,no,yes,yes,,
Let's Meat,,Vaishali Nagar,98 Dining Reviews,194 Delivery Reviews,Quick Bites ,"Mughlai, North Indian",500,no,no,yes,yes,,
Let's Meat,,Malviya Nagar,Does not offer Dining,38 Delivery Reviews,,North Indian,500,no,no,yes,no,,3.2
Lets Order Inn,,Sanganer,24 Dining Reviews,311 Delivery Reviews,Quick Bites ,"North Indian, Fast Food, Sandwich, Beverages",300,no,no,yes,yes,3.6,2.9
Lick-A-Chick,,Malviya Nagar,539 Dining Reviews,"1,436 Delivery Reviews",Casual Dining ,"North Indian, Chinese, Kebab",800,no,no,yes,yes,4.3,4.2
Liquid Ice - Hotel Paradise,,Sikar Road,30 Dining Reviews,Does not offer Delivery,Bar ,Finger Food,"1,200",no,yes,no,yes,3.5,
Liquido,,C Scheme,Does not offer Dining,"1,156 Delivery Reviews",,"Healthy Food, Beverages",500,yes,no,yes,no,,3.8
Liquido,,Vaishali Nagar,291 Dining Reviews,"2,189 Delivery Reviews",Beverage Shop ,"Healthy Food, Beverages",500,yes,no,yes,yes,3.8,3.9
Lite Box Vegetarian Meals,,Malviya Nagar,Does not offer Dining,790 Delivery Reviews,,North Indian,350,yes,no,yes,no,,3.7
Little Bite's,,Tonk Road,36 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,Fast Food,400,yes,no,yes,yes,3.5,
Little China,,Sikar Road,147 Dining Reviews,"1,046 Delivery Reviews",Quick Bites ,"Chinese, Fast Food, North Indian",500,no,no,yes,yes,3.4,2.6
Little Dream Cafe,,Shyam Nagar,10 Dining Reviews,Does not offer Delivery,Quick Bites ,Fast Food,200,yes,no,no,yes,3.6,
Little Indian,,C Scheme,8 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese","1,200",yes,no,yes,yes,3.8,
Little Italy,,C Scheme,"1,057 Dining Reviews",263 Delivery Reviews,Casual Dining ,"Italian, Mexican, Beverages","2,400",yes,yes,yes,yes,4.5,3.9
Little Kitchen,,Bais Godam,Does not offer Dining,79 Delivery Reviews,,Fast Food,200,no,no,yes,no,,4.3
Little Paris Cafe,,Vaishali Nagar,32 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,Cafe,250,yes,no,yes,yes,3.4,
